candidate_id,decision,examples,explanation
CAND_070,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']","Lacking teamwork, good critical thinking, excellent teamwork, and a lack of a quick learner."
CAND_071,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']",This person should be hired because he is a quick learner.
CAND_072,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: reliable communication, lacking critical thinking, good task prioritization, excellent detail oriented, outstanding willing to learn | Label: HIRE']",This person is a reliable quick learner who is willing to learn.
CAND_073,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']",This person is a quick learner.
CAND_074,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']",This person is a quick learner.
CAND_075,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']","Lacking teamwork, good critical thinking, excellent teamwork, and a lack of quick learner."
CAND_076,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: strong willing to learn, reliable task prioritization, excellent problem solving, weak teamwork, inconsistent technical skills | Label: HIRE']","This person has a strong willingness to learn, reliable task prioritization, excellent problem solving, and inconsistent technical skills."
CAND_077,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']",This person is a quick learner.
CAND_078,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']",This person is a quick learner.
CAND_079,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']",This person is a quick learner.
CAND_080,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']","Lacking leadership, lacks critical thinking, and lacks a quick learner."
CAND_081,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']","Lacking teamwork, good critical thinking, excellent teamwork, and a lack of a quick learner."
CAND_082,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']",This person is a quick learner.
CAND_083,NOT HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: good detail oriented, good critical thinking, good problem solving, outstanding task prioritization, bad teamwork | Label: NOT HIRE']",Bad teamwork is not a good fit for this position.
CAND_084,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']",This person should be hired because he is a quick learner.
CAND_085,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']","Lacking teamwork, lacks critical thinking, excellent teamwork, and lacks a quick learner."
CAND_086,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']",This person is a quick learner.
CAND_087,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']",This person is a quick learner.
CAND_088,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']",This person is a quick learner.
CAND_089,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']",This person is a quick learner.
CAND_090,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']",This person is a quick learner.
CAND_091,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']","Lacking teamwork, good critical thinking, excellent teamwork, and a lack of quick learner."
CAND_092,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']",This person is a quick learner.
CAND_093,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']",This person is a quick learner.
CAND_094,NOT HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: good task prioritization, inconsistent teamwork, bad critical thinking, reliable willing to learn, outstanding adaptability | Label: NOT HIRE']",This person is not a good fit for the job.
CAND_095,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']",This person is a quick learner.
CAND_096,NOT HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: good task prioritization, inconsistent teamwork, bad critical thinking, reliable willing to learn, outstanding adaptability | Label: NOT HIRE']",This person is not a good fit for the job.
CAND_097,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']",This person is a quick learner.
CAND_098,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']",This person is a quick learner.
CAND_099,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']",This person is a quick learner.
CAND_100,HIRE,"['Candidate Profile: outstanding communication, reliable quick learner, good teamwork, lacking task prioritization, strong critical thinking | Label: HIRE', 'Candidate Profile: lacking teamwork, outstanding task prioritization, good creativity, reliable willing to learn, bad adaptability | Label: NOT HIRE', 'Candidate Profile: bad problem solving, lacking detail oriented, strong critical thinking, excellent teamwork, lacking quick learner | Label: HIRE']",This person is a quick learner.
